Variable1;Valor1;Variable2;Valor2;Variable3;Valor3;Variable4;Valor4;Variable5;Valor5;PERIODO;VALOR
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2014M10;223
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2014M09;473
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2014M08;1.041
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2014M07;752
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2014M06;696
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2014M05;291
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2014M04;247
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2014M03;48
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2014M02;46
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2014M01;.
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2013M12;..
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2013M11;..
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2013M10;131
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2013M09;262
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2013M08;1.104
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2013M07;576
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2013M06;748
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2013M05;403
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2013M04;275
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2013M03;198
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2013M02;42
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2013M01;120
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2012M12;604
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2012M11;..
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2012M10;175
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2012M09;329
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2012M08;828
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2012M07;575
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2012M06;485
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2012M05;693
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2012M04;559
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2012M03;..
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2012M02;294
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2012M01;..
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2011M12;646
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2011M11;..
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2011M10;448
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2011M09;..
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2011M08;954
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2011M07;727
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2011M06;710
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2011M05;441
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2011M04;716
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2011M03;337
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2011M02;..
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2011M01;..
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2010M12;1.023
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2010M11;286
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2010M10;588
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2010M09;760
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2010M08;883
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2010M07;734
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2010M06;650
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2010M05;290
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2010M04;557
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2010M03;766
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2010M02;337
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2010M01;199
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2009M12;540
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2009M11;591
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2009M10;650
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2009M09;778
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2009M08;1.062
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2009M07;1.087
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2009M06;971
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2009M05;760
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2009M04;918
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2009M03;516
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2009M02;350
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2009M01;419
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2008M12;229
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2008M11;166
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2008M10;588
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2008M09;152
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2008M08;1.371
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2008M07;637
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2008M06;1.068
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2008M05;810
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2008M04;390
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2008M03;721
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2008M02;..
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2008M01;..
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2007M12;..
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2007M11;330
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2007M10;308
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2007M09;358
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2007M08;819
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2007M07;715
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2007M06;569
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2007M05;384
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2007M04;711
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2007M03;139
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2007M02;170
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2007M01;..
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2006M12;..
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2006M11;398
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2006M10;..
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2006M09;526
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2006M08;..
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2006M07;928
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2006M06;788
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2006M05;487
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2006M04;543
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2006M03;322
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2006M02;..
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2006M01;..
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2005M12;363
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2005M11;116
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2005M10;160
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2005M09;729
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2005M08;940
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2005M07;936
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2005M06;558
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2005M05;327
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2005M04;279
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2005M03;..
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2005M02;..
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural de los Aiguamolls de I'Empordá;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2005M01;..
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural Cadí-Moixeró;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M11;.
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural Cadí-Moixeró;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M10;.
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural Cadí-Moixeró;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M09;.
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural Cadí-Moixeró;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M08;.
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;ZONAS TURÍSTICAS;P. Natural Cadí-Moixeró;RESIDENCIA/ORIGEN;Residentes en España;Concepto turístico;Viajero;2025M07;.
